case_id,family,stratum,nbar_band,theta_id,is_null,source_set,cell_id,level_id,index,nbar,n,delta_tilde,scale,amplitude
dv3-A-lgcp-000313,lgcp,below,"[100,200)",prior:lgcp:i313,0,prior,-1,-1,313,164.37640272356575,184,0.8797755418499338,1.4162554221865045,0.22757506452428589
dv3-A-lgcp-000348,lgcp,below,"[100,200)",prior:lgcp:i348,0,prior,-1,-1,348,128.46893784921812,127,0.4294685283087864,0.781543328109498,0.2193178164204344
dv3-A-lgcp-000350,lgcp,below,"[200,400)",prior:lgcp:i350,0,prior,-1,-1,350,212.84008154809655,197,0.26638137783773125,1.4731540207827791,0.05810695746706225
dv3-A-lgcp-000356,lgcp,below,"[400,800)",prior:lgcp:i356,0,prior,-1,-1,356,516.8349776228414,520,0.6266699703126455,1.9020222248849754,0.06799551799452636
dv3-A-lgcp-000369,lgcp,below,"[200,400)",prior:lgcp:i369,0,prior,-1,-1,369,252.59287138973568,245,0.9902236232523755,1.093890948135081,0.24778295793494723
dv3-A-lgcp-000391,lgcp,below,"[100,200)",prior:lgcp:i391,0,prior,-1,-1,391,197.3831048876538,199,0.28290801373967867,1.0131851986539602,0.08800946893560413
dv3-A-lgcp-000396,lgcp,below,"[200,400)",prior:lgcp:i396,0,prior,-1,-1,396,396.27407303061216,356,0.16379224953732074,0.6763039963678493,0.052168162762157924
dv3-A-lgcp-000415,lgcp,below,"[200,400)",prior:lgcp:i415,0,prior,-1,-1,415,254.30368208398573,263,0.4892765514374848,1.7157993994785254,0.08515940262567655
dv3-A-lgcp-000419,lgcp,below,"[100,200)",prior:lgcp:i419,0,prior,-1,-1,419,151.8519763627751,151,0.28628051055990456,0.9429044769808328,0.11511692548110392
dv3-A-lgcp-000420,lgcp,below,"[200,400)",prior:lgcp:i420,0,prior,-1,-1,420,280.5721965714368,296,0.28038095837219656,1.2511907312353951,0.060173460913702015
dv3-A-lgcp-000433,lgcp,below,"[100,200)",prior:lgcp:i433,0,prior,-1,-1,433,115.84875903129853,115,0.16963027299031644,1.339533811785519,0.05763936157509563
dv3-A-lgcp-000443,lgcp,below,"[200,400)",prior:lgcp:i443,0,prior,-1,-1,443,215.06591758264997,216,0.3407071910372139,0.5098413650047693,0.19381124461022198
dv3-A-lgcp-000447,lgcp,below,"[100,200)",prior:lgcp:i447,0,prior,-1,-1,447,112.63361279102197,127,0.3199458283974729,0.8077237469635882,0.1697645319284543
dv3-A-lgcp-000465,lgcp,below,"[200,400)",prior:lgcp:i465,0,prior,-1,-1,465,252.71396868413683,248,0.5305535347881061,0.6454221997669792,0.21598655703754743
dv3-A-lgcp-000480,lgcp,below,"[100,200)",prior:lgcp:i480,0,prior,-1,-1,480,164.93864259247587,192,0.6275813573668378,0.5911401992659816,0.35262908023939854
dv3-A-lgcp-000482,lgcp,below,"[200,400)",prior:lgcp:i482,0,prior,-1,-1,482,237.10211282667282,239,0.29318023869099064,1.0410822150411903,0.08052228457980093
dv3-A-lgcp-000513,lgcp,below,"[400,800)",prior:lgcp:i513,0,prior,-1,-1,513,676.0792528315318,675,0.6099938741392428,1.0405085238076546,0.09657764865636571
dv3-A-lgcp-000536,lgcp,below,"[200,400)",prior:lgcp:i536,0,prior,-1,-1,536,268.3028875902779,258,0.15441337158169766,0.7728751794508131,0.05275432470718175
dv3-A-lgcp-000546,lgcp,below,"[100,200)",prior:lgcp:i546,0,prior,-1,-1,546,170.0103289191728,165,0.36594198655002785,0.9641627397711777,0.13160284994258317
dv3-A-lgcp-000549,lgcp,below,"[100,200)",prior:lgcp:i549,0,prior,-1,-1,549,143.42010511014735,137,0.4170021688960402,0.9101213365720039,0.17734238639009026
dv3-A-lgcp-000554,lgcp,below,"[200,400)",prior:lgcp:i554,0,prior,-1,-1,554,371.9184093685937,372,0.37890358584209377,0.9380472237730952,0.09218564426222774
dv3-A-lgcp-000573,lgcp,below,"[100,200)",prior:lgcp:i573,0,prior,-1,-1,573,168.13726193682663,183,0.34284921132731877,0.8419461645946814,0.1407817895589295
dv3-A-lgcp-000579,lgcp,below,"[200,400)",prior:lgcp:i579,0,prior,-1,-1,579,200.44126236870233,185,0.21174844372842,0.9173906714042168,0.07156436367521306
dv3-A-lgcp-000588,lgcp,below,"[100,200)",prior:lgcp:i588,0,prior,-1,-1,588,167.42044921394682,158,0.10061418734990905,0.6137500310215681,0.05601888311547912
dv3-A-lgcp-000594,lgcp,below,"[200,400)",prior:lgcp:i594,0,prior,-1,-1,594,260.09656486232916,266,0.20665774692205222,0.5449884920013665,0.09905981933938633
dv3-A-lgcp-000601,lgcp,below,"[100,200)",prior:lgcp:i601,0,prior,-1,-1,601,130.0286673129689,144,0.08138002088772661,0.5996793465305621,0.05413128305854673
dv3-A-lgcp-000607,lgcp,below,"[400,800)",prior:lgcp:i607,0,prior,-1,-1,607,483.2089536336577,484,0.5372421859511117,1.8430517659704644,0.06219701188455981
dv3-A-lgcp-000620,lgcp,below,"[100,200)",prior:lgcp:i620,0,prior,-1,-1,620,111.66924660249174,109,0.23537916854341573,1.0955708017087111,0.09633494361795641
dv3-A-lgcp-000635,lgcp,below,"[200,400)",prior:lgcp:i635,0,prior,-1,-1,635,303.2252018115443,312,0.4465018842146639,0.6344341653727114,0.17096389287502956
dv3-A-lgcp-000637,lgcp,below,"[400,800)",prior:lgcp:i637,0,prior,-1,-1,637,644.4200773075254,660,0.7044112400977749,0.5629748921225661,0.20086126255349399
dv3-A-lgcp-000642,lgcp,below,"[100,200)",prior:lgcp:i642,0,prior,-1,-1,642,129.77623046110028,135,0.3043420260916379,1.4411928755977226,0.09169497364078275
dv3-A-lgcp-000657,lgcp,below,"[200,400)",prior:lgcp:i657,0,prior,-1,-1,657,271.22496102209215,302,0.3706279409083712,0.8026621892804311,0.1206630004078597
dv3-A-lgcp-000659,lgcp,below,"[400,800)",prior:lgcp:i659,0,prior,-1,-1,659,538.4342524126158,524,0.2750455670279681,0.8809306183222866,0.05726759996334118
dv3-A-lgcp-000665,lgcp,below,"[200,400)",prior:lgcp:i665,0,prior,-1,-1,665,267.97078812154865,270,0.4784157621282703,0.5576715176850602,0.2176448462408896
dv3-A-lgcp-000676,lgcp,below,"[200,400)",prior:lgcp:i676,0,prior,-1,-1,676,284.20363913788924,285,0.8354034351058561,0.9840534247586549,0.2156570752746418
dv3-A-lgcp-000677,lgcp,below,"[100,200)",prior:lgcp:i677,0,prior,-1,-1,677,141.33390010145766,148,0.1671441474694767,1.0243215898611382,0.06547178954779402
dv3-A-lgcp-000692,lgcp,below,"[100,200)",prior:lgcp:i692,0,prior,-1,-1,692,139.74271114485398,161,0.37227582763261347,1.4107205720487712,0.11041781549891527
dv3-A-lgcp-000725,lgcp,below,"[200,400)",prior:lgcp:i725,0,prior,-1,-1,725,246.5575706303448,239,0.24903497703536126,1.078789783767141,0.06525139099797649
dv3-A-lgcp-000732,lgcp,below,"[200,400)",prior:lgcp:i732,0,prior,-1,-1,732,218.507411173003,219,0.9788288013435076,0.536112980576151,0.5037725923663577
dv3-A-lgcp-000737,lgcp,below,"[200,400)",prior:lgcp:i737,0,prior,-1,-1,737,266.72013412402487,272,0.4930846907620565,0.522810116160303,0.2393288769083086
dv3-A-lgcp-000742,lgcp,below,"[100,200)",prior:lgcp:i742,0,prior,-1,-1,742,185.84329795804788,171,0.22450311529069422,0.6934191114234434,0.10315778142017305
dv3-A-lgcp-000759,lgcp,below,"[400,800)",prior:lgcp:i759,0,prior,-1,-1,759,663.9115239268498,660,0.638145662320532,0.8690169129222125,0.12076870293085647
dv3-A-lgcp-000773,lgcp,below,"[100,200)",prior:lgcp:i773,0,prior,-1,-1,773,167.37842511560075,191,0.4906059434387663,1.1905128702517096,0.1472584638304811
dv3-A-lgcp-000776,lgcp,below,"[200,400)",prior:lgcp:i776,0,prior,-1,-1,776,296.3868800473174,295,0.24070090650657636,0.9149595057767346,0.0663863715198078
dv3-A-lgcp-000778,lgcp,below,"[400,800)",prior:lgcp:i778,0,prior,-1,-1,778,491.8560462046205,483,0.4944620599850088,1.1625766799789266,0.08420392056654609
dv3-A-lgcp-000779,lgcp,below,"[100,200)",prior:lgcp:i779,0,prior,-1,-1,779,167.92013415429489,178,0.1600718329374884,0.5103178955855778,0.10544062080704425
dv3-A-lgcp-000780,lgcp,below,"[400,800)",prior:lgcp:i780,0,prior,-1,-1,780,625.2459786807965,690,0.7485460675936402,1.0037379531198523,0.12742478370714563
dv3-A-lgcp-000806,lgcp,below,"[100,200)",prior:lgcp:i806,0,prior,-1,-1,806,142.37673159902008,144,0.10755336810454447,0.7312864763651004,0.056916484700774816
dv3-A-lgcp-000814,lgcp,below,"[200,400)",prior:lgcp:i814,0,prior,-1,-1,814,207.0934170947708,201,0.2474883516799074,1.140808450671713,0.06757206536910396
dv3-A-lgcp-000825,lgcp,below,"[400,800)",prior:lgcp:i825,0,prior,-1,-1,825,488.4376216687154,499,0.3180327376096993,0.656325683722032,0.0920022836417087
dv3-A-lgcp-000829,lgcp,below,"[100,200)",prior:lgcp:i829,0,prior,-1,-1,829,137.27227220307552,167,0.518671104424173,1.1397363180685949,0.18462018751427986
dv3-A-lgcp-000832,lgcp,below,"[200,400)",prior:lgcp:i832,0,prior,-1,-1,832,394.6946387585224,428,0.448506310869745,0.5677949233249975,0.16664228758107483
dv3-A-lgcp-000842,lgcp,below,"[200,400)",prior:lgcp:i842,0,prior,-1,-1,842,352.78285546239283,384,0.5276687347601654,0.8339523384587102,0.14473368920359939
dv3-A-lgcp-000849,lgcp,below,"[200,400)",prior:lgcp:i849,0,prior,-1,-1,849,203.26166946726536,184,0.9739003319699104,0.6154183307268005,0.4575625195288826
dv3-A-lgcp-000852,lgcp,below,"[200,400)",prior:lgcp:i852,0,prior,-1,-1,852,333.8516821620187,355,0.7714683063203667,1.36499160677565,0.13929367752765917
dv3-A-lgcp-000874,lgcp,below,"[100,200)",prior:lgcp:i874,0,prior,-1,-1,874,131.9562120221063,125,0.4929395303452391,0.5233561482293536,0.3567679565132882
dv3-A-lgcp-000876,lgcp,below,"[200,400)",prior:lgcp:i876,0,prior,-1,-1,876,296.571063207816,298,0.4677697902902227,0.5534235261554283,0.20553643846141614
dv3-A-lgcp-000890,lgcp,below,"[100,200)",prior:lgcp:i890,0,prior,-1,-1,890,192.01997483825514,215,0.2004215529745202,1.1603945401708002,0.056705089062458705
dv3-A-lgcp-000897,lgcp,below,"[100,200)",prior:lgcp:i897,0,prior,-1,-1,897,160.28384582594757,145,0.4843108183029804,0.7312837016985247,0.23197751223778634
dv3-A-lgcp-000912,lgcp,below,"[100,200)",prior:lgcp:i912,0,prior,-1,-1,912,185.92772472526283,182,0.3195298138150014,1.0258752157024724,0.10236697414636112
dv3-A-lgcp-000934,lgcp,below,"[100,200)",prior:lgcp:i934,0,prior,-1,-1,934,109.69716989254397,99,0.07985671990309973,0.5169534040588531,0.06653509508601456
dv3-A-lgcp-000937,lgcp,below,"[200,400)",prior:lgcp:i937,0,prior,-1,-1,937,215.53089205494783,212,0.1547228138011632,0.7363019021327001,0.06181807520515936
dv3-A-lgcp-000971,lgcp,below,"[400,800)",prior:lgcp:i971,0,prior,-1,-1,971,771.2749528086727,770,0.603072075084302,0.5863546109805158,0.1523313069880733
dv3-A-lgcp-000984,lgcp,below,"[400,800)",prior:lgcp:i984,0,prior,-1,-1,984,480.34994690663,513,0.39924199870472865,0.5253141399488034,0.14355382199033853
dv3-A-lgcp-000987,lgcp,below,"[100,200)",prior:lgcp:i987,0,prior,-1,-1,987,194.28233332967866,197,0.4443269892726085,0.8499703420473009,0.1625205579781932
dv3-A-lgcp-000995,lgcp,below,"[400,800)",prior:lgcp:i995,0,prior,-1,-1,995,775.3869024364429,698,0.638629311483929,1.1041752221117802,0.08902242382977754
dv3-A-lgcp-000997,lgcp,below,"[200,400)",prior:lgcp:i997,0,prior,-1,-1,997,241.0699825892508,251,0.9755230213811664,1.2479721385154197,0.22265646006315076
dv3-A-lgcp-001018,lgcp,below,"[400,800)",prior:lgcp:i1018,0,prior,-1,-1,1018,597.9955444321777,573,0.7333863153899776,1.1668606895594822,0.11142319731965358
dv3-A-lgcp-001032,lgcp,below,"[400,800)",prior:lgcp:i1032,0,prior,-1,-1,1032,506.44002312728975,458,0.18915824611707494,0.6801621016589571,0.052087482902663566
dv3-A-lgcp-001033,lgcp,below,"[400,800)",prior:lgcp:i1033,0,prior,-1,-1,1033,658.0736773499583,654,0.35772135946264483,0.6593731942924922,0.08794720875153816
dv3-A-lgcp-001041,lgcp,below,"[100,200)",prior:lgcp:i1041,0,prior,-1,-1,1041,111.54415193445682,107,0.8896168288450585,1.4956552393949782,0.2736195733051406
dv3-A-lgcp-001045,lgcp,below,"[100,200)",prior:lgcp:i1045,0,prior,-1,-1,1045,109.25956325914987,116,0.19554782298379453,0.5548401007085775,0.1505497616745651
dv3-A-lgcp-001053,lgcp,below,"[100,200)",prior:lgcp:i1053,0,prior,-1,-1,1053,159.87790035027666,150,0.9619801623990121,0.5390443011446758,0.585925938813255
dv3-A-lgcp-001076,lgcp,below,"[200,400)",prior:lgcp:i1076,0,prior,-1,-1,1076,206.82527373838008,215,0.6614394702145229,1.1869681049043952,0.17250307514262628
dv3-A-lgcp-001081,lgcp,below,"[400,800)",prior:lgcp:i1081,0,prior,-1,-1,1081,532.9171292398773,530,0.1762051184568575,0.6231934292208233,0.0515928273803308
dv3-A-lgcp-001087,lgcp,below,"[200,400)",prior:lgcp:i1087,0,prior,-1,-1,1087,284.0150729045761,249,0.3222677685626145,0.5276096859967777,0.15232574841529084
dv3-A-lgcp-001109,lgcp,below,"[100,200)",prior:lgcp:i1109,0,prior,-1,-1,1109,101.00275743412585,133,0.38783712228227785,0.6348897580904656,0.2687400200925093
dv3-A-lgcp-001122,lgcp,below,"[400,800)",prior:lgcp:i1122,0,prior,-1,-1,1122,446.72138030014315,433,0.2593169836427605,0.5978056591157724,0.08667479444349442
dv3-A-lgcp-001133,lgcp,below,"[100,200)",prior:lgcp:i1133,0,prior,-1,-1,1133,174.3621375649789,172,0.9133154646737702,0.8830453585184557,0.34131772750512923
dv3-A-lgcp-001136,lgcp,below,"[400,800)",prior:lgcp:i1136,0,prior,-1,-1,1136,519.0642966606234,520,0.598458363519014,1.1028854248604565,0.1035382548907614
dv3-A-lgcp-001149,lgcp,below,"[400,800)",prior:lgcp:i1149,0,prior,-1,-1,1149,522.0880397619835,535,0.39918320677881736,0.7638759868048648,0.09631168772015487
dv3-A-lgcp-001171,lgcp,below,"[200,400)",prior:lgcp:i1171,0,prior,-1,-1,1171,219.12789305512354,240,0.29000270625244556,1.0268225265899233,0.08376088347912852
dv3-A-lgcp-001181,lgcp,below,"[100,200)",prior:lgcp:i1181,0,prior,-1,-1,1181,133.46185223135396,133,0.16961410320901846,0.6998338067417127,0.09560255431110812
dv3-A-lgcp-001196,lgcp,below,"[100,200)",prior:lgcp:i1196,0,prior,-1,-1,1196,163.0381647547173,162,0.5525149449158796,0.5699737792139863,0.32518268538379047
dv3-A-lgcp-001204,lgcp,below,"[200,400)",prior:lgcp:i1204,0,prior,-1,-1,1204,277.78227737558984,286,0.20003865034610646,0.7049288679291651,0.0728090892586593
dv3-A-lgcp-001222,lgcp,below,"[100,200)",prior:lgcp:i1222,0,prior,-1,-1,1222,197.06241622883599,214,0.8859641948834911,1.4714777425743408,0.19723231539839806
dv3-A-lgcp-001234,lgcp,below,"[400,800)",prior:lgcp:i1234,0,prior,-1,-1,1234,675.0326600503673,638,0.6227398327763564,0.5573650554979863,0.17542993675594853
dv3-A-lgcp-001242,lgcp,below,"[400,800)",prior:lgcp:i1242,0,prior,-1,-1,1242,494.18246600137917,523,0.8024121793939794,0.6686489087118946,0.22284539020329022
dv3-A-lgcp-001263,lgcp,below,"[200,400)",prior:lgcp:i1263,0,prior,-1,-1,1263,389.79559197457917,400,0.27963429626433933,0.5259728901963729,0.11363975987027163
dv3-A-lgcp-001272,lgcp,below,"[100,200)",prior:lgcp:i1272,0,prior,-1,-1,1272,122.24401684386707,139,0.1853190227785913,0.672325920709454,0.11266498488362249
dv3-A-lgcp-001277,lgcp,below,"[100,200)",prior:lgcp:i1277,0,prior,-1,-1,1277,189.05679616784218,207,0.9822955002934508,0.5281842046428212,0.5493495170978827
dv3-A-lgcp-001292,lgcp,below,"[400,800)",prior:lgcp:i1292,0,prior,-1,-1,1292,727.3303087018281,727,0.7566345317907923,1.4915617842758468,0.08312818716090686
dv3-A-lgcp-001343,lgcp,below,"[100,200)",prior:lgcp:i1343,0,prior,-1,-1,1343,116.73468209444253,119,0.9675782923032166,1.120455115760822,0.3667621873009661
dv3-A-lgcp-001349,lgcp,below,"[400,800)",prior:lgcp:i1349,0,prior,-1,-1,1349,561.9426311062639,538,0.7316917890123626,0.746655021190482,0.17224552674728483
dv3-A-lgcp-001354,lgcp,below,"[100,200)",prior:lgcp:i1354,0,prior,-1,-1,1354,185.083669101615,171,0.8567197171192124,1.8211857675489143,0.16771654543381243
dv3-A-lgcp-001359,lgcp,below,"[200,400)",prior:lgcp:i1359,0,prior,-1,-1,1359,309.45805161336335,295,0.4975295832793943,1.1888098014253112,0.10531756620641118
dv3-A-lgcp-001360,lgcp,below,"[100,200)",prior:lgcp:i1360,0,prior,-1,-1,1360,142.26318568885836,163,0.19977504122659173,1.6266852673122645,0.05251066172785873
dv3-A-lgcp-001374,lgcp,below,"[200,400)",prior:lgcp:i1374,0,prior,-1,-1,1374,200.32116596446076,223,0.4825308925298183,0.8582615508047914,0.17115889617725083
dv3-A-lgcp-001375,lgcp,below,"[100,200)",prior:lgcp:i1375,0,prior,-1,-1,1375,162.45820326976684,129,0.740149425684618,1.6369681989063958,0.17314400057538662
dv3-A-lgcp-001384,lgcp,below,"[100,200)",prior:lgcp:i1384,0,prior,-1,-1,1384,187.3258531073076,189,0.12472702919272116,0.6396148244107569,0.062014345005777995
dv3-A-lgcp-001394,lgcp,below,"[200,400)",prior:lgcp:i1394,0,prior,-1,-1,1394,377.63353611919894,388,0.38288214082794675,0.6990426554672116,0.12074008847127012
dv3-A-lgcp-001402,lgcp,below,"[100,200)",prior:lgcp:i1402,0,prior,-1,-1,1402,195.86311718937642,199,0.18586378903249234,1.0649302872653683,0.055868885030370546
dv3-A-lgcp-001431,lgcp,below,"[400,800)",prior:lgcp:i1431,0,prior,-1,-1,1431,450.5877883389123,458,0.2450742589674033,0.5216789093974192,0.09295288006923022
dv3-A-lgcp-001433,lgcp,below,"[100,200)",prior:lgcp:i1433,0,prior,-1,-1,1433,194.26752561402486,186,0.24552176030511264,0.7241244165751991,0.10505384382428842
dv3-A-lgcp-001436,lgcp,below,"[200,400)",prior:lgcp:i1436,0,prior,-1,-1,1436,285.2502946655349,269,0.5118201171088003,1.2762555237193032,0.10634892713705824
dv3-A-lgcp-001441,lgcp,below,"[400,800)",prior:lgcp:i1441,0,prior,-1,-1,1441,746.4317542129152,798,0.7892353506388025,1.447158910036111,0.08800794167344732
dv3-A-lgcp-001444,lgcp,below,"[100,200)",prior:lgcp:i1444,0,prior,-1,-1,1444,116.69725971339757,102,0.12121745741293335,0.7873306004990017,0.06566404509149386
dv3-A-lgcp-001448,lgcp,below,"[100,200)",prior:lgcp:i1448,0,prior,-1,-1,1448,150.33341171553147,151,0.09053889590408759,0.5949786134180859,0.05645981318781626
dv3-A-lgcp-001456,lgcp,below,"[200,400)",prior:lgcp:i1456,0,prior,-1,-1,1456,344.1835974918398,370,0.7962524510012639,1.1427368409618663,0.16447867863954962
dv3-A-lgcp-001461,lgcp,below,"[400,800)",prior:lgcp:i1461,0,prior,-1,-1,1461,602.076823198828,612,0.35034216085099756,0.6268329189335159,0.09448891942542292
dv3-A-lgcp-001466,lgcp,below,"[400,800)",prior:lgcp:i1466,0,prior,-1,-1,1466,726.6930863231962,794,0.570312308868935,1.2051071705230212,0.07593642731893768
dv3-A-lgcp-001470,lgcp,below,"[100,200)",prior:lgcp:i1470,0,prior,-1,-1,1470,138.53390460661294,129,0.5600614794684905,0.8052958135812098,0.26707731835491705
dv3-A-lgcp-001474,lgcp,below,"[100,200)",prior:lgcp:i1474,0,prior,-1,-1,1474,137.150849484949,122,0.10988680372976654,0.5099184366669062,0.08276547158700166
dv3-A-lgcp-001475,lgcp,below,"[200,400)",prior:lgcp:i1475,0,prior,-1,-1,1475,211.84809345492647,198,0.6041402304488781,0.5257839958772779,0.3300441510132388
dv3-A-lgcp-001487,lgcp,below,"[400,800)",prior:lgcp:i1487,0,prior,-1,-1,1487,685.3424364942493,658,0.38752766850416154,0.8466108327730072,0.07424097206300112
dv3-A-lgcp-001499,lgcp,below,"[200,400)",prior:lgcp:i1499,0,prior,-1,-1,1499,278.3413180074427,277,0.9340070448287734,0.650748129882956,0.3532829075096894
dv3-A-lgcp-001503,lgcp,below,"[200,400)",prior:lgcp:i1503,0,prior,-1,-1,1503,275.1397903792424,274,0.588375525840451,1.970610902423691,0.08742314637049921
dv3-A-lgcp-001508,lgcp,below,"[100,200)",prior:lgcp:i1508,0,prior,-1,-1,1508,120.68910296378425,126,0.43614657985659483,1.307436852032756,0.14635123126725166
