task,group,features,variant,target,metric,family,nbar_bin,delta_bin,n_thetas,estimate,lo,hi,seed_sd,reference,n_seeds
params,lgcp,L,fixed,nbar,rmse_log,lgcp,75.0,0.09540870513286719,11,0.08837598396873984,0.048552971604432366,0.13262528258185308,0.002121139382311373,,10
params,lgcp,L,fixed,sigma2,rmse_log,lgcp,75.0,0.09540870513286719,11,1.128389129007121,0.7128360132336423,1.4260959325034246,0.019000507016063324,,10
params,lgcp,L,fixed,s,rmse_log,lgcp,75.0,0.09540870513286719,11,0.925733344148275,0.6486525702907219,1.18289776005915,0.01941868259548286,,10
params,lgcp,L,fixed,all,rmse_log,lgcp,75.0,0.09540870513286719,11,0.8442066424503424,0.5729185418955117,1.0842818975735116,0.011723273120247082,,10
params,lgcp,L,fixed,all,dtilde,lgcp,75.0,0.09540870513286719,11,0.4916690531300743,0.2682121052685113,0.7719494332919528,0.024342572701744728,,10
params,lgcp,L,fixed,nbar,rmse_log,lgcp,174.82976642952164,0.09540870513286719,13,0.11164296982330953,0.06276778298017127,0.15330839799955379,0.002808515006282728,,10
params,lgcp,L,fixed,sigma2,rmse_log,lgcp,174.82976642952164,0.09540870513286719,13,0.7037842949579362,0.5160532345812181,0.8769154051124703,0.03161889563855147,,10
params,lgcp,L,fixed,s,rmse_log,lgcp,174.82976642952164,0.09540870513286719,13,0.5741028335799936,0.4413114008099517,0.6907969235563295,0.009668184195082847,,10
params,lgcp,L,fixed,all,rmse_log,lgcp,174.82976642952164,0.09540870513286719,13,0.5283214141867888,0.41310395245262194,0.6177906950298598,0.016050831857789508,,10
params,lgcp,L,fixed,all,dtilde,lgcp,174.82976642952164,0.09540870513286719,13,0.43013052661223433,0.274484831307332,0.6113815455556235,0.02934009044566984,,10
params,lgcp,L,fixed,nbar,rmse_log,lgcp,407.53929639734827,0.09540870513286719,11,0.0919281410236003,0.05091033033397767,0.13742354600071643,0.00575113608750719,,10
params,lgcp,L,fixed,sigma2,rmse_log,lgcp,407.53929639734827,0.09540870513286719,11,1.139208566319452,0.6562395874745129,1.557910320543096,0.015104796111863293,,10
params,lgcp,L,fixed,s,rmse_log,lgcp,407.53929639734827,0.09540870513286719,11,1.0048784486377877,0.6057737156368748,1.3345834587837604,0.01905293459968244,,10
params,lgcp,L,fixed,all,rmse_log,lgcp,407.53929639734827,0.09540870513286719,11,0.8786405478966475,0.5566591793102618,1.142938356466424,0.01199884527570991,,10
params,lgcp,L,fixed,all,dtilde,lgcp,407.53929639734827,0.09540870513286719,11,0.360262637807682,0.2781568465643293,0.4458985344686221,0.02226002569497657,,10
params,lgcp,L,fixed,nbar,rmse_log,lgcp,,0.18205642030260805,66,0.0887710621809195,0.07601095905658088,0.10088577134458682,0.0027306659318448545,,10
params,lgcp,L,fixed,sigma2,rmse_log,lgcp,,0.18205642030260805,66,0.7774257003533329,0.6667043324445325,0.8766835690085995,0.010185395819449451,,10
params,lgcp,L,fixed,s,rmse_log,lgcp,,0.18205642030260805,66,0.6651985034094439,0.5738555812976005,0.7668689158358774,0.007063883042152253,,10
params,lgcp,L,fixed,all,rmse_log,lgcp,,0.18205642030260805,66,0.5929474597266221,0.511122489364714,0.6624227802687881,0.006771373722326415,,10
params,lgcp,L,fixed,all,dtilde,lgcp,,0.18205642030260805,66,0.40923846167200406,0.3491314637781046,0.48649132945691426,0.012166386434311081,,10
params,lgcp,L,fixed,nbar,rmse_log,lgcp,75.0,0.18205642030260805,24,0.10031860189929252,0.07785967599064113,0.12042238306219741,0.003372337804855726,,10
params,lgcp,L,fixed,sigma2,rmse_log,lgcp,75.0,0.18205642030260805,24,0.8996045234019115,0.70291740071296,1.0801157830368466,0.019180779229651244,,10
params,lgcp,L,fixed,s,rmse_log,lgcp,75.0,0.18205642030260805,24,0.73272259602292,0.536393420801264,0.9070318343304152,0.011393967400940987,,10
params,lgcp,L,fixed,all,rmse_log,lgcp,75.0,0.18205642030260805,24,0.6723675887327251,0.5237636635674899,0.8108539878879109,0.012386180325199413,,10
params,lgcp,L,fixed,all,dtilde,lgcp,75.0,0.18205642030260805,24,0.5039276768202825,0.3998924108612949,0.6050550396653869,0.01223516704391324,,10
params,lgcp,L,fixed,nbar,rmse_log,lgcp,174.82976642952164,0.18205642030260805,27,0.09070077340990039,0.07024427205400384,0.11010987062820829,0.0038830136138031943,,10
params,lgcp,L,fixed,sigma2,rmse_log,lgcp,174.82976642952164,0.18205642030260805,27,0.6650241457655971,0.51062213723591,0.7980001572276129,0.015779122673416253,,10
params,lgcp,L,fixed,s,rmse_log,lgcp,174.82976642952164,0.18205642030260805,27,0.6564495531783336,0.5089760682118539,0.782283270891002,0.011551893217026835,,10
params,lgcp,L,fixed,all,rmse_log,lgcp,174.82976642952164,0.18205642030260805,27,0.5420362105420787,0.43818109028420865,0.6436755491663121,0.010359764468295415,,10
params,lgcp,L,fixed,all,dtilde,lgcp,174.82976642952164,0.18205642030260805,27,0.37739211157186303,0.27722310999595834,0.48216201648486734,0.023795680398373535,,10
params,lgcp,L,fixed,nbar,rmse_log,lgcp,407.53929639734827,0.18205642030260805,15,0.061345553718935665,0.05281399168701626,0.06989142830359515,0.0021983781614177546,,10
params,lgcp,L,fixed,sigma2,rmse_log,lgcp,407.53929639734827,0.18205642030260805,15,0.7539198116874684,0.5401175300210823,0.9214826384530296,0.020132474150331384,,10
params,lgcp,L,fixed,s,rmse_log,lgcp,407.53929639734827,0.18205642030260805,15,0.5588140499391119,0.4157304986425296,0.7011568502074652,0.008851461994503372,,10
params,lgcp,L,fixed,all,rmse_log,lgcp,407.53929639734827,0.18205642030260805,15,0.5429645482058975,0.41567003383072526,0.6693981161592624,0.011475710827133171,,10
params,lgcp,L,fixed,all,dtilde,lgcp,407.53929639734827,0.18205642030260805,15,0.31505914761501236,0.18573610046882927,0.46194452277408077,0.008457047620218405,,10
params,lgcp,L,fixed,nbar,rmse_log,lgcp,,0.34739534644393744,84,0.09780130838644048,0.0846184451787511,0.11114928194086977,0.0024261055566795397,,10
params,lgcp,L,fixed,sigma2,rmse_log,lgcp,,0.34739534644393744,84,0.7099981184551205,0.6054299793339842,0.8141825720025901,0.00490711693497715,,10
params,lgcp,L,fixed,s,rmse_log,lgcp,,0.34739534644393744,84,0.7089339961888534,0.5901162391866844,0.8204010525427209,0.004681391393241836,,10
params,lgcp,L,fixed,all,rmse_log,lgcp,,0.34739534644393744,84,0.5820222891162068,0.5074691051736311,0.6508197371338803,0.0032666630252490324,,10
params,lgcp,L,fixed,all,dtilde,lgcp,,0.34739534644393744,84,0.42555765008962,0.359688091864716,0.4927900883043339,0.010585418301006955,,10
params,lgcp,L,fixed,nbar,rmse_log,lgcp,75.0,0.34739534644393744,28,0.11298873488097032,0.08865132684633882,0.13464112144178456,0.0025663507822848504,,10
params,lgcp,L,fixed,sigma2,rmse_log,lgcp,75.0,0.34739534644393744,28,0.712281856067829,0.5617494608200164,0.8558070034121646,0.013915978652698587,,10
params,lgcp,L,fixed,s,rmse_log,lgcp,75.0,0.34739534644393744,28,0.6447568327562848,0.445861108378397,0.8430573167215619,0.00734270237638686,,10
params,lgcp,L,fixed,all,rmse_log,lgcp,75.0,0.34739534644393744,28,0.558516866375985,0.43372374167004457,0.6799738049865071,0.006481100061985408,,10
params,lgcp,L,fixed,all,dtilde,lgcp,75.0,0.34739534644393744,28,0.5562793973520092,0.4456339812044513,0.671466940315732,0.022781726462219817,,10
params,lgcp,L,fixed,nbar,rmse_log,lgcp,174.82976642952164,0.34739534644393744,34,0.09257915651852978,0.07024514155367663,0.1135655166520077,0.004371290923820078,,10
params,lgcp,L,fixed,sigma2,rmse_log,lgcp,174.82976642952164,0.34739534644393744,34,0.6824928059057772,0.48664338926522854,0.8428603657352518,0.007384095256437009,,10
params,lgcp,L,fixed,s,rmse_log,lgcp,174.82976642952164,0.34739534644393744,34,0.7278037599619978,0.5428523888000224,0.8899502518951812,0.010285558919410817,,10
params,lgcp,L,fixed,all,rmse_log,lgcp,174.82976642952164,0.34739534644393744,34,0.5785227288389064,0.4514970554865618,0.7139903495982349,0.006080837330030467,,10
params,lgcp,L,fixed,all,dtilde,lgcp,174.82976642952164,0.34739534644393744,34,0.3044086439839497,0.2377798585553259,0.3872776106604332,0.006504002872890343,,10
params,lgcp,L,fixed,nbar,rmse_log,lgcp,407.53929639734827,0.34739534644393744,22,0.0838279439303844,0.06540266009652686,0.10145022333424183,0.00207012880538526,,10
params,lgcp,L,fixed,sigma2,rmse_log,lgcp,407.53929639734827,0.34739534644393744,22,0.7477671172546512,0.5519911745909634,0.9164309591442775,0.01242429541661813,,10
params,lgcp,L,fixed,s,rmse_log,lgcp,407.53929639734827,0.34739534644393744,22,0.7558162782618596,0.5254347817867147,0.9497746132164406,0.015634127949579947,,10
params,lgcp,L,fixed,all,rmse_log,lgcp,407.53929639734827,0.34739534644393744,22,0.6157491459776283,0.4546426697990941,0.7478094105957096,0.009462640715865708,,10
params,lgcp,L,fixed,all,dtilde,lgcp,407.53929639734827,0.34739534644393744,22,0.44641479937352435,0.30290096398356386,0.6354339694551717,0.017308392460799973,,10
params,lgcp,L,fixed,nbar,rmse_log,lgcp,,0.6628908034679977,123,0.09225832472805105,0.08149169299132772,0.10287108502353602,0.0017576597420666047,,10
params,lgcp,L,fixed,sigma2,rmse_log,lgcp,,0.6628908034679977,123,0.7985232647374872,0.702508604789834,0.9040149712935575,0.010566584237201448,,10
params,lgcp,L,fixed,s,rmse_log,lgcp,,0.6628908034679977,123,0.696307466079836,0.6259333974707715,0.7676147967883378,0.00400235446843237,,10
params,lgcp,L,fixed,all,rmse_log,lgcp,,0.6628908034679977,123,0.6140019245700465,0.5547094511710078,0.6742586841205981,0.005358383174320159,,10
params,lgcp,L,fixed,all,dtilde,lgcp,,0.6628908034679977,123,0.4404655995183258,0.38255479874240894,0.5011448318497109,0.008530543041136814,,10
params,lgcp,L,fixed,nbar,rmse_log,lgcp,75.0,0.6628908034679977,39,0.09526965416491998,0.08037513777391925,0.11006995686489994,0.002950812268849057,,10
params,lgcp,L,fixed,sigma2,rmse_log,lgcp,75.0,0.6628908034679977,39,0.8585697616794221,0.6497703369061322,1.081523644366801,0.022404351693728525,,10
params,lgcp,L,fixed,s,rmse_log,lgcp,75.0,0.6628908034679977,39,0.7975534930810012,0.6608467529366153,0.9225790476074864,0.0064863367829322855,,10
params,lgcp,L,fixed,all,rmse_log,lgcp,75.0,0.6628908034679977,39,0.6788003921135849,0.5324829161089646,0.805668244086113,0.011501397925647517,,10
params,lgcp,L,fixed,all,dtilde,lgcp,75.0,0.6628908034679977,39,0.41267770511547763,0.3500747260953025,0.48440987920016815,0.014704919168362049,,10
params,lgcp,L,fixed,nbar,rmse_log,lgcp,174.82976642952164,0.6628908034679977,44,0.09384780706223107,0.07243426299071257,0.11503870777298476,0.003295810982766983,,10
params,lgcp,L,fixed,sigma2,rmse_log,lgcp,174.82976642952164,0.6628908034679977,44,0.7477305795952383,0.6070739353007117,0.8934990853276955,0.01010660051901425,,10
params,lgcp,L,fixed,s,rmse_log,lgcp,174.82976642952164,0.6628908034679977,44,0.5881999032470316,0.48295575129096807,0.6941387338588235,0.007880995491211098,,10
params,lgcp,L,fixed,all,rmse_log,lgcp,174.82976642952164,0.6628908034679977,44,0.551932229152589,0.47338664162052874,0.6366704888600929,0.005504941666043206,,10
params,lgcp,L,fixed,all,dtilde,lgcp,174.82976642952164,0.6628908034679977,44,0.43838236939680153,0.335678292743738,0.5640004888769912,0.012862155232423565,,10
params,lgcp,L,fixed,nbar,rmse_log,lgcp,407.53929639734827,0.6628908034679977,40,0.08738200056068145,0.07011826093623684,0.10315803452498501,0.0022265907175770218,,10
params,lgcp,L,fixed,sigma2,rmse_log,lgcp,407.53929639734827,0.6628908034679977,40,0.791843773669437,0.6425851413696295,0.9364749962558563,0.009840921913492172,,10
params,lgcp,L,fixed,s,rmse_log,lgcp,407.53929639734827,0.6628908034679977,40,0.7000923115840453,0.5743925328283548,0.8238366814538646,0.007547519951874999,,10
params,lgcp,L,fixed,all,rmse_log,lgcp,407.53929639734827,0.6628908034679977,40,0.6123129430446856,0.5152912038434674,0.7055161158765595,0.006220785870904739,,10
params,lgcp,L,fixed,all,dtilde,lgcp,407.53929639734827,0.6628908034679977,40,0.46985034969477935,0.35975222050117506,0.6058372676924247,0.008382823771524682,,10
params,lgcp,L,fixed,nbar,rmse_log,lgcp,,1.264911064067352,211,0.08301776758540641,0.07590874892179016,0.08992877566913614,0.0011959304904038729,,10
params,lgcp,L,fixed,sigma2,rmse_log,lgcp,,1.264911064067352,211,0.8107022764227364,0.7347823983816113,0.885573567237777,0.0062503981769626345,,10
params,lgcp,L,fixed,s,rmse_log,lgcp,,1.264911064067352,211,0.7348720116002898,0.6638890065889181,0.8017902485447146,0.0072616742536586775,,10
params,lgcp,L,fixed,all,rmse_log,lgcp,,1.264911064067352,211,0.633552682409634,0.5797262834907143,0.6833716967917268,0.005074560120198237,,10
params,lgcp,L,fixed,all,dtilde,lgcp,,1.264911064067352,211,0.4116475782652198,0.36870426986621035,0.45222651120029234,0.006781878504626488,,10
params,lgcp,L,fixed,nbar,rmse_log,lgcp,75.0,1.264911064067352,70,0.07757052876377646,0.06804872196504713,0.08716402544607639,0.002065180479037128,,10
params,lgcp,L,fixed,sigma2,rmse_log,lgcp,75.0,1.264911064067352,70,0.88072500405942,0.7543432155345731,0.9994453237729588,0.007265892145126586,,10
params,lgcp,L,fixed,s,rmse_log,lgcp,75.0,1.264911064067352,70,0.7796881285716694,0.6611553622866775,0.8820844237849075,0.0071200462322797455,,10
params,lgcp,L,fixed,all,rmse_log,lgcp,75.0,1.264911064067352,70,0.6805897681530211,0.5980386629022207,0.7683497588446004,0.0052034291762913555,,10
params,lgcp,L,fixed,all,dtilde,lgcp,75.0,1.264911064067352,70,0.4128773329709745,0.34330260252210254,0.49090866060393423,0.0054041034425910415,,10
params,lgcp,L,fixed,nbar,rmse_log,lgcp,174.82976642952164,1.264911064067352,58,0.09117561365623195,0.07688463485609434,0.10441922931385225,0.0028173326739467206,,10
params,lgcp,L,fixed,sigma2,rmse_log,lgcp,174.82976642952164,1.264911064067352,58,0.7051462693475509,0.542629484725169,0.8476892013927433,0.007443315428975823,,10
params,lgcp,L,fixed,s,rmse_log,lgcp,174.82976642952164,1.264911064067352,58,0.7698112614828925,0.621931025191294,0.9224591465751634,0.008246800756139466,,10
params,lgcp,L,fixed,all,rmse_log,lgcp,174.82976642952164,1.264911064067352,58,0.6050216613219291,0.48105824506311706,0.7245816230892689,0.0055377803017750615,,10
params,lgcp,L,fixed,all,dtilde,lgcp,174.82976642952164,1.264911064067352,58,0.45445259744357125,0.36567960894937807,0.5624601970637978,0.020603470092557096,,10
params,lgcp,L,fixed,nbar,rmse_log,lgcp,407.53929639734827,1.264911064067352,83,0.08146584340674812,0.06884355598236575,0.09403244410118841,0.0014769758206039118,,10
params,lgcp,L,fixed,sigma2,rmse_log,lgcp,407.53929639734827,1.264911064067352,83,0.8180235197663666,0.6936150547869696,0.9343452518254628,0.007419163690221613,,10
params,lgcp,L,fixed,s,rmse_log,lgcp,407.53929639734827,1.264911064067352,83,0.6678727775848303,0.5824221283761591,0.7442233829993026,0.008584411521402376,,10
params,lgcp,L,fixed,all,rmse_log,lgcp,407.53929639734827,1.264911064067352,83,0.611515388078884,0.5271924481699553,0.6908871416645196,0.005716159460372927,,10
params,lgcp,L,fixed,all,dtilde,lgcp,407.53929639734827,1.264911064067352,83,0.38069849462971095,0.3281844395392435,0.4414786426942796,0.005037400036770303,,10
params,lgcp,L,fixed,nbar,rmse_log,lgcp,,2.413670534618067,218,0.09127577184893645,0.08381922068619646,0.09884110899823563,0.001347873904373474,,10
params,lgcp,L,fixed,sigma2,rmse_log,lgcp,,2.413670534618067,218,0.780014278426476,0.707508339341689,0.8573389132928678,0.006078261809466145,,10
params,lgcp,L,fixed,s,rmse_log,lgcp,,2.413670534618067,218,0.7479029324908419,0.6745883953335228,0.8134596176838383,0.003031727704495574,,10
params,lgcp,L,fixed,all,rmse_log,lgcp,,2.413670534618067,218,0.6261289370686616,0.5763818364214836,0.6803275029371849,0.002880839627885563,,10
params,lgcp,L,fixed,all,dtilde,lgcp,,2.413670534618067,218,0.44608654016086663,0.39362103331059783,0.49997261021882267,0.011425783207759195,,10
params,lgcp,L,fixed,nbar,rmse_log,lgcp,75.0,2.413670534618067,68,0.07648573456843548,0.06632684771725406,0.08631139959018301,0.0011455679216827517,,10
params,lgcp,L,fixed,sigma2,rmse_log,lgcp,75.0,2.413670534618067,68,0.7442715023539116,0.6386745782308131,0.8499057638868663,0.013678742017034484,,10
params,lgcp,L,fixed,s,rmse_log,lgcp,75.0,2.413670534618067,68,0.7358009117691793,0.6451524837938621,0.829029782453035,0.00885230556930471,,10
params,lgcp,L,fixed,all,rmse_log,lgcp,75.0,2.413670534618067,68,0.6058583768970482,0.5243296016839649,0.6797879004580134,0.008833219753043802,,10
params,lgcp,L,fixed,all,dtilde,lgcp,75.0,2.413670534618067,68,0.4191853288699609,0.32564249733354983,0.5152875694187269,0.01321809657836014,,10
params,lgcp,L,fixed,nbar,rmse_log,lgcp,174.82976642952164,2.413670534618067,75,0.0947280737861141,0.08219058876759179,0.10745537978770388,0.002179485208518711,,10
params,lgcp,L,fixed,sigma2,rmse_log,lgcp,174.82976642952164,2.413670534618067,75,0.7853449771681921,0.6582020492783984,0.9108375711000429,0.009749049438433237,,10
params,lgcp,L,fixed,s,rmse_log,lgcp,174.82976642952164,2.413670534618067,75,0.6764509457502417,0.5607361763069773,0.7893944339761415,0.006368365494968839,,10
params,lgcp,L,fixed,all,rmse_log,lgcp,174.82976642952164,2.413670534618067,75,0.6009231850891127,0.5068720833517311,0.6903957684291798,0.006049454107810076,,10
params,lgcp,L,fixed,all,dtilde,lgcp,174.82976642952164,2.413670534618067,75,0.44338636786477603,0.3683704073733387,0.5373362625163292,0.01150847676265541,,10
params,lgcp,L,fixed,nbar,rmse_log,lgcp,407.53929639734827,2.413670534618067,75,0.0996932568279806,0.08560522778628783,0.11322629618807102,0.0021688425805037295,,10
params,lgcp,L,fixed,sigma2,rmse_log,lgcp,407.53929639734827,2.413670534618067,75,0.805900127458104,0.6701309232384425,0.9417550407276927,0.011011905722758581,,10
params,lgcp,L,fixed,s,rmse_log,lgcp,407.53929639734827,2.413670534618067,75,0.8230502107907915,0.6917676253587219,0.9553278908721358,0.007791875029510766,,10
params,lgcp,L,fixed,all,rmse_log,lgcp,407.53929639734827,2.413670534618067,75,0.6675391150528746,0.5649008210845222,0.7733608210547254,0.005955349230599655,,10
params,lgcp,L,fixed,all,dtilde,lgcp,407.53929639734827,2.413670534618067,75,0.47317714402737837,0.38113179315768303,0.5724411223729801,0.011814361827056955,,10
params,lgcp,L,fixed,nbar,rmse_log,lgcp,,4.605703606505304,191,0.09843242489900557,0.08889222878444225,0.10768975779249026,0.0009535025954848452,,10
params,lgcp,L,fixed,sigma2,rmse_log,lgcp,,4.605703606505304,191,0.8122881387583277,0.7400186508128127,0.8904909943863449,0.0056141435180395525,,10
params,lgcp,L,fixed,s,rmse_log,lgcp,,4.605703606505304,191,0.7695778218636544,0.6900426574757517,0.8518838483406309,0.0032384718686091596,,10
params,lgcp,L,fixed,all,rmse_log,lgcp,,4.605703606505304,191,0.6485242186542646,0.5905108246571196,0.7088413256737478,0.0030518446032767395,,10
params,lgcp,L,fixed,all,dtilde,lgcp,,4.605703606505304,191,0.4347200756733939,0.37959620251383547,0.49110799141023675,0.00939861910456257,,10
params,lgcp,L,fixed,nbar,rmse_log,lgcp,75.0,4.605703606505304,50,0.10145320782669272,0.08143575514404536,0.12235874678299663,0.0025258460349286173,,10
params,lgcp,L,fixed,sigma2,rmse_log,lgcp,75.0,4.605703606505304,50,0.8129842416281483,0.6666869514072767,0.9422843670335285,0.012213044407843222,,10
params,lgcp,L,fixed,s,rmse_log,lgcp,75.0,4.605703606505304,50,0.6613499375331108,0.5170835958852898,0.8009728889142936,0.0076686943471865115,,10
params,lgcp,L,fixed,all,rmse_log,lgcp,75.0,4.605703606505304,50,0.607897982227575,0.5053600114358908,0.7129758870440743,0.007235879234724599,,10
params,lgcp,L,fixed,all,dtilde,lgcp,75.0,4.605703606505304,50,0.4964690434387108,0.38248165576928983,0.6433702089513074,0.016440201401071403,,10
params,lgcp,L,fixed,nbar,rmse_log,lgcp,174.82976642952164,4.605703606505304,67,0.10093349770440174,0.08183747091450692,0.12095527642447242,0.0019198264031977251,,10
params,lgcp,L,fixed,sigma2,rmse_log,lgcp,174.82976642952164,4.605703606505304,67,0.8351644864281821,0.7071633938857449,0.9704407590597454,0.00714551107898055,,10
params,lgcp,L,fixed,s,rmse_log,lgcp,174.82976642952164,4.605703606505304,67,0.7710819655156147,0.6395858073340356,0.8987134694861728,0.00647350513232151,,10
params,lgcp,L,fixed,all,rmse_log,lgcp,174.82976642952164,4.605703606505304,67,0.6588511940980091,0.5581345425033616,0.7496648366541347,0.0037495053020642523,,10
params,lgcp,L,fixed,all,dtilde,lgcp,174.82976642952164,4.605703606505304,67,0.4257372968654996,0.3495124701435225,0.5144733898925449,0.006053275121194951,,10
params,lgcp,L,fixed,nbar,rmse_log,lgcp,407.53929639734827,4.605703606505304,74,0.09396542281658028,0.08255100447283104,0.10457175781918249,0.0017776450026184038,,10
params,lgcp,L,fixed,sigma2,rmse_log,lgcp,407.53929639734827,4.605703606505304,74,0.7905219438482433,0.6642662340003477,0.900305588954352,0.008415200422587399,,10
params,lgcp,L,fixed,s,rmse_log,lgcp,407.53929639734827,4.605703606505304,74,0.8335413861268158,0.6984921803383609,0.9762342421196811,0.004726120633085044,,10
params,lgcp,L,fixed,all,rmse_log,lgcp,407.53929639734827,4.605703606505304,74,0.6654686786460895,0.5707456788502712,0.7661222471044087,0.004812003579932617,,10
params,lgcp,L,fixed,all,dtilde,lgcp,407.53929639734827,4.605703606505304,74,0.40113085664451675,0.3353720321755876,0.4806738163407752,0.012160763911825932,,10
params,lgcp,L,fixed,nbar,rmse_log,lgcp,,8.78848434644895,151,0.09559841498864552,0.0866637930128264,0.1046601833124753,0.0029303855873966285,,10
params,lgcp,L,fixed,sigma2,rmse_log,lgcp,,8.78848434644895,151,0.7477913093287286,0.6471762059931631,0.8375343212935714,0.008251194651393744,,10
